pid,mcid,nctid,criterion_text
27,383,NCT03181516,History of gastrointestinal surgery or disease
27,1823,NCT03148795,Gastrointestinal disorder affecting absorption.
27,5137,NCT03078530,Current evidence of any lower gastrointestinal disorder such as celiac disease or inflammatory bowel disease
27,5495,NCT03073785,"Patients with active duodenal ulcer or bleeding or history of a gastrointestinal fistula or perforation or other significant bowel problems (severe nausea, vomiting, inflammatory bowel disease and significant bowel resection)"
27,6560,NCT03053908,Previous gastrointestinal surgery.
27,7025,NCT03042767,"Current gastrointestinal (GI) bleeding or inflammatory bowel disease (irritable bowel disease (IBD), colitis)"
27,7631,NCT03034564,"Significant history of Gastro Intestinal disease that may interfere with absorption (gastric bypass, inflammatory bowel disease)"
27,8637,NCT03009981,Gastrointestinal disorder affecting absorption or the ability to swallow tablets
27,10284,NCT02972840,"Malabsorption syndrome, disease significantly affecting gastrointestinal function, resection of the stomach, extensive small bowel resection that is likely to affect absorption, symptomatic inflammatory bowel disease, partial or complete bowel obstruction, or gastric restrictions and bariatric surgery, such as gastric bypass."
27,11677,NCT02931110,Ongoing risk for bleeding due to active gastrointestinal disease or bleeding diathesis.
27,14403,NCT02846532,History of gastrointestinal disease or surgery associated with clinically relevant impaired absorption
27,16058,NCT02786251,Previous bariatric surgery or gastrointestinal surgery
27,50336,NCT01572480,"Has refractory gastrointestinal (GI) disease with refractory nausea/vomiting, inflammatory bowel disease, or bowel resection that would prevent absorption"
27,18316,NCT02706249,Active bleeding or otherwise considered high risk for hemorrhage (e.g. known acute gastrointestinal ulcer)
27,19877,NCT02639546,Impaired gastrointestinal absorption
27,21933,NCT02581215,Acute or sub-acute intestinal obstruction.
27,22107,NCT02579044,"Impairment of gastrointestinal function or gastrointestinal disease that may significantly alter the absorption of everolimus (e.g., ulcerative disease, uncontrolled nausea, vomiting, diarrhea, malabsorption syndrome or small bowel resection). A nasogastric tube (NG tube) or gastric tube (G tube) is allowed."
27,22665,NCT02568267,Active gastrointestinal disease or other malabsorption syndromes
27,23691,NCT02549937,"History or presence of digestive tract diseases, including active gastric/duodenal ulcer or ulcerative colitis, or active hemorrhage of an unresected gastrointestinal tumor, or an evaluation by investigators of having any other condition that could possibly result in gastrointestinal tract hemorrhage or perforation;"
27,23977,NCT02543866,Active mucositis or acute graft versus host disease of the gastrointestinal tract
27,24175,NCT02539160,Active pathological bleeding.
27,25364,NCT02519348,"Gastrointestinal bleeding (eg, esophageal varices or ulcer bleeding) within 12 months"
27,25732,NCT02514083,"Malabsorption syndrome, disease significantly affecting gastrointestinal function, or resection of the stomach or small bowel or ulcerative colitis, symptomatic inflammatory bowel disease, or partial or complete bowel obstruction"
27,26369,NCT02502006,"Subjects with documented history of any gastrointestinal disorders, including bleeding ulcers."
27,26804,NCT02496585,Gastrointestinal disorders that would interfere with drug absorption
27,28811,NCT02464696,"Risk for gastric aspiration (ie; ileus, esophageal or bowel obstruction, active vomiting)"
27,29367,NCT02451553,"Gastrointestinal tract disease or any other reasons resulting in an inability to take oral medication or a requirement for intravenous (IV) alimentation, prior surgical procedures affecting absorption, active peptic ulcer disease or chronic diarrhea"
27,32203,NCT02389517,Known gastrointestinal (GI) disease or GI procedure that could interfere with the oral absorption or tolerance of ixazomib including difficulty swallowing
27,35104,NCT02321501,Known impairment of gastrointestinal (GI) function or GI disease that may significantly alter the absorption of oral everolimus
27,38679,NCT02202681,Subjects with esophageal or intestinal fistulas.
27,38788,NCT02197351,Patients who have evidence of active gastrointestinal bleeding will be excluded
27,39586,NCT02169739,"High risk of bleeding (e.g. recurrent GI or GU bleeding, active peptic ulcer disease, etc.)"
27,41657,NCT02110069,"Impairment of gastrointestinal function or gastrointestinal disease that may significantly alter the absorption of sirolimus (e.g. ulcerative disease, uncontrolled nausea, vomiting, diarrhea, malabsorption syndrome or small bowel resection). A gastric tube or nasogastric tube is allowed."
27,43165,NCT02053909,Active pathological bleeding
27,43290,NCT02048722,"Evidence of abdominal fistula, gastrointestinal (GI) perforation or intraabdominal abscess"
27,44134,NCT02012296,Inability to swallow capsules or known gastrointestinal malabsorption
27,44356,NCT02000115,Active peptic ulcer or upper gastrointestinal (GI) bleeding within 3 months prior to index procedure.
27,44803,NCT01978509,Gastrointestinal obstruction
27,46976,NCT01868386,history of rectal surgery or lower gastrointestinal bleed
27,48555,NCT01734512,"Impairment of gastrointestinal function or gastrointestinal disease that may significantly alter the absorption of everolimus (e.g., ulcerative disease, uncontrolled nausea, vomiting, diarrhea, malabsorption syndrome or small bowel resection."
27,49319,NCT01675154,Gastrointestinal surgery in the past
27,52633,NCT01101451,Patients with intestinal obstruction or gastrointestinal bleeding
27,10032,NCT02981069,"Eating disorders (anorexia, bulimia) or gastrointestinal disorders"
27,44952,NCT01972919,Uncontrolled malabsorption syndrome significantly affecting gastrointestinal function;
27,33032,NCT02366481,Subjects with (a history of) metabolic or gastrointestinal diseases including hepatic disorders
27,45639,NCT01942018,Acute gastrointestinal bleeding
