pid,mcid,nctid,criterion_text
35,963,NCT03168776,"The patient is an acceptable candidate for percutaneous coronary intervention (PCI) with drug-eluting stents, and for emergent coronary bypass graft (CABG) surgery."
35,1593,NCT03153137,"Fontan-palliated subjects with either intra-atrial lateral tunnel total cavopulmonary connection (LT-TCPC), or extra cardiac tunnel TCPC (EC-TCPC) surgery > 1 year before Screening. Either LT- or EC-TCPC can be primary or secondary to atrio-pulmonary connection"
35,2634,NCT03130777,Need for concomitant atrial septal defect or ventricular septal defect closure or other concomitant interventional procedures other than pulmonary artery or branch pulmonary artery stenting or angioplasty
35,3235,NCT03115918,Patients with pancreatic fluid collection > 3cm in size located along the course of the main PD on cross-sectional imaging prior to the initial ERCP
35,3835,NCT03107897,Subject has significant severe un-revascularized epicardial coronary disease.
35,5772,NCT03068442,"Patients with carotid occlusion will be excluded, due to one carotid contributing to both right and left brain blood supply."
35,11245,NCT02944825,Patients with indwelling ureteral stents placed within the 2 weeks prior to the procedure visit for removal
35,11695,NCT02930018,Intent to use any endovascular device other than a stent retriever or clot aspiration device or intra-arterial medications as the initial thrombectomy approach.
35,11984,NCT02924363,The patient is scheduled to undergo percutaneous coronary intervention with MitraClip procedure.
35,15636,NCT02806570,"Anatomical pathology/constraints preventing appropriate access/implant of the AccuCinch® Ventricular Restoration System (e.g., femoral arteries will not support a 20F system)"
35,16645,NCT02765633,"Postoperative neonatal cardiac participants with placement of systemic-to-pulmonary artery palliative shunts, right ventricle to pulmonary artery palliative shunts, or ductus arteriosus stents who are at risk of thrombotic events after repair for structural congenital heart disease."
35,16950,NCT02758847,Patient population: all patients with CLI (critical limb ischemia) and tissue loss scheduled for endovascular intervention for femoral popliteal occlusive or multilevel disease.
35,16956,NCT02758847,Iliac inflow or Tibial outflow interventions can be done at the discretion of the investigator with standard balloon Percutaneous Transluminal Angioplasty (PTA)
35,17251,NCT02744677,Angiographic evidence of coronary artery compression that would result from transcatheter pulmonic valve implantation (TPVI)
35,21076,NCT02594501,Bifurcation interventions with a planned 2-stent strategy
35,22133,NCT02578732,Patients with unstable biliary stents or with plastic stents. Information on type of stent is required at registration.
35,22913,NCT02564796,"Cyanotic heart disease who have had a surgical shunt or a catheterization intervention that is equivalent to a shunt (patent ductus arteriosus stent, right ventricular outflow tract stent)."
35,25592,NCT02516332,"Men and women with documented CHD (i.e., a prior MI, coronary revascularization procedure, or >70% stenosis in at least one coronary artery)"
35,25796,NCT02513797,Previously attempted occlusion of the left atrial appendage (by any surgical or percutaneous method);
