pid,mcid,nctid,criterion_text
14,1816,NCT03148795,Major surgery within 2 weeks before day 1.
14,2418,NCT03135522,No upper or lower respiratory infection within 4 weeks
14,3412,NCT03113825,Prior neoadjuvant chemo or biologic therapy for current breast cancer within 4 weeks prior to planned surgery [Period 1]
14,3459,NCT03113695,Major surgery within 4 weeks prior to the start of treatment
14,4778,NCT03087903,"Major surgery, radiation, or treatment with any other investigational drug within 2 weeks of study treatment."
14,11411,NCT02942095,Major surgery within 14 days before enrollment.
14,50327,NCT01572480,Concurrent systemic treatment or prior therapy within 4 weeks for SMM
14,12820,NCT02905578,Other therapy (including radiation) within the past 4 weeks
14,16834,NCT02762266,Administration of chemotherapy within the last 1 month
14,18031,NCT02715583,Cytotoxic chemotherapy within 4 weeks prior to study enrollment
14,18770,NCT02685605,Cytostatic therapy / chemotherapy for cancer within the past 5 years
14,19927,NCT02638935,Women that underwent local radiation or chemotherapy within the last 12 months
14,21474,NCT02588612,Major surgery within 4 weeks prior to lymphodepleting chemotherapy.
14,21569,NCT02587598,Radiotherapy within the 2 weeks prior to initiation of treatment
14,25734,NCT02514083,Major surgery within 4 weeks of first dose of study drug
14,25934,NCT02511301,Any breast surgery or biopsy within the last 90 days
14,26739,NCT02496663,Major surgery within 21 days of starting protocol treatment
14,29369,NCT02451553,"Receipt of any chemotherapy, biological therapy or investigational agents within 3 weeks prior to study registration"
14,30696,NCT02419495,Major surgery within four weeks before consent date
14,32993,NCT02366819,Major surgery within 4 weeks
14,34099,NCT02341235,Chemotherapy or radiation treatment in the past six months
14,34231,NCT02339948,"Prior pelvic radiotherapy or chemotherapy,"
14,35154,NCT02320292,Major surgery other than diagnostic surgery =< 4 weeks prior to registration
14,38516,NCT02207439,Prior chemotherapy within the past 5 years
14,41646,NCT02110992,Surgery or chemotherapy within 4 weeks
14,42578,NCT02079181,Have undergone chemotherapy or radiation therapy within the previous one month
14,45248,NCT01959698,Chemotherapy within 3 weeks of the first scheduled study treatment
14,46779,NCT01877382,Had therapeutic radiation therapy or major surgery within 4 weeks before study drug treatment or palliative radiation therapy within 2 weeks before study drug treatment.
14,47079,NCT01858168,Major surgery within 14 days of starting study treatment
14,54703,NCT02004275,No other chemotherapy or radiation therapy within 14 days prior to registration
14,50554,NCT01554410,Prior systemic chemotherapy within the last three years.
14,52308,NCT01241708,Chemotherapy or radiotherapy within 8 days of initiating treatment in this study
14,53022,NCT00967577,Prior cytotoxic chemotherapy and/or radiation therapy within 4 weeks of treatment.
14,54156,NCT00412594,Prior chemotherapy (last 4 weeks)
14,23287,NCT02557321,Other prior cancer therapy or anti-cancer vaccine within the lesser of 4 weeks or 5 half-lives before initial study treatment.
