pid,mcid,nctid,criterion_text
31,262,NCT03183102,pregnancy or breastfeeding
31,1223,NCT03161028,Pregnant or breast-feeding.
31,1623,NCT03152409,Pregnancy or breastfeeding
31,2430,NCT03135522,Pregnant or breast-feeding
31,2777,NCT03126370,Pregnant or planning pregnancy
31,3772,NCT03109041,Pregnant or breast feeding
31,5525,NCT03073343,Pregnancy or refusal to use birth control measures or breast feeding
31,9251,NCT02995590,Pregnancy or lactation.
31,13839,NCT02863991,Pregnancy or breast feeding.
31,17606,NCT02734602,Pregnancy or breast-feeding.
31,18948,NCT02679560,Pregnancy or breast feeding
31,19169,NCT02669173,Pregnant or breastfeeding.
31,20270,NCT02624804,Pregnancy or breastfeeding mothers
31,20673,NCT02607514,Pregnancy or planned pregnancy during study
31,21599,NCT02587403,Pregnancy and/or breastfeeding
31,22504,NCT02572323,Breastfeeding or pregnancy
31,29096,NCT02457702,Pregnancy or breastfeeding.
31,29493,NCT02448381,Pregnancy or mothers who are breast feeding.
31,33900,NCT02343549,Pregnant or Breast-feeding
31,35036,NCT02322203,Pregnancy or women currently breastfeeding.
31,36616,NCT02272556,"Pregnancy, actively seeking pregnancy, or breastfeeding"
31,37334,NCT02252081,Pregnancy or breast feeding;
31,41836,NCT02106598,Known pregnancy or breast-feeding.
31,42299,NCT02094625,Pregnancy or breast-feeding mothers
31,43159,NCT02053909,Pregnancy or seeking pregnancy
31,50616,NCT01553214,Pregnancy or nursing (breast feeding)
31,54819,NCT01962415,Pregnancy or nursing mother.
31,53258,NCT00914628,Pregnant or lactation.
31,3589,NCT03112590,Pregnant or breast feeding.
31,18022,NCT02717832,Pregnancy or actively breast feeding
31,30719,NCT02418195,Pregnancy or lactation
31,16610,NCT02768727,Current pregnancy or currently breastfeeding
31,40004,NCT02160288,Pregnancy or breast-feeding
31,52059,NCT01326715,Pregnancy or current breastfeeding
