pid,mcid,nctid,criterion_text
34,3739,NCT03109262,Patient provides written informed consent
34,5309,NCT03076333,"Signed, IRB-approved written informed consent"
34,7011,NCT03042767,Written informed parent consent and child assent
34,8227,NCT03020420,"Signed IRB approved, written informed consent."
34,11992,NCT02924194,Informed consent signed by the subject.
34,12298,NCT02918175,Signed informed consent
34,14202,NCT02851914,Informed and written consent for enrollment in study
34,15598,NCT02807272,"Written and voluntary informed consent understood, signed and dated."
34,16646,NCT02765633,Written informed consent from a parent/legal guardian
34,17649,NCT02730481,Signed written informed consent
34,19208,NCT02667418,Informed consent obtained and signed
34,19924,NCT02638935,Signed informed consent of study participation
34,21073,NCT02594501,"Written, informed consent"
34,21910,NCT02581384,Informed consent/assent
34,23823,NCT02547662,Provide informed written consent
34,24532,NCT02532543,Provision of informed consent
34,24962,NCT02524379,Written informed consent by patient or legal authorized representative
34,27409,NCT02484950,Written informed consent is obtained
34,28966,NCT02459769,Give written informed consent.
34,30034,NCT02436408,Informed consent signed.
34,33973,NCT02342808,Informed consent
34,37898,NCT02232165,Written and informed consent from patient or a legally acceptable representative.
34,38396,NCT02210078,"Written informed consent and/or signed assent line from patient, parent or guardian"
34,43314,NCT02048371,"Written, voluntary informed consent"
34,44199,NCT02007239,Parental/guardian permission (informed consent)
34,45624,NCT01943851,Written informed consent provided.
34,48627,NCT01726257,Informed consent understood and signed;
34,54431,NCT00167219,Written informed consent.
34,51770,NCT01371630,Provision of written informed consent.
34,49267,NCT01676753,Patient has voluntarily agreed to participate by giving written informed consent
34,2113,NCT03141970,Written informed consent
34,26218,NCT02504489,Signed informed consent.
34,31593,NCT02402647,Voluntary consent to participate
34,39040,NCT02191098,Voluntary written consent
