pid,mcid,nctid,criterion_text
40,49947,NCT01617161,"Prior surgery (not including TURP), cryosurgery, radiofrequency ablation, chemotherapy or radiation for PCa"
40,499,NCT03179397,Clear intraocular media other than cataract in the study eye
40,550,NCT03178734,All patients undergoing pelvic reconstructive surgery/anti-incontinence procedures who are planned to be discharged home with a catheter.
40,3471,NCT03113617,Planned prostatectomy with lymph node dissection
40,5435,NCT03074474,"Subject suffers from an uncomplicated ventral hernia that requires surgical repair (open, laparoscopic, or robotic) with the use of an implant to reinforce or replace weakened or missing tissue."
40,7175,NCT03040778,"There is a change in the patient's clinical presentation (tooth extraction, sequestrectomy) from alginate impression, if impression is indicated."
40,7605,NCT03034772,"Presence of intraocular inflammation, significant epiretinal membrane (causing distortion of macular anatomy per investigator discretion), significant vitreomacular traction (per investigator discretion), macular hole, or vitreous hemorrhage."
40,7607,NCT03034772,"Any history of vitrectomy or glaucoma surgery (e.g., trabeculectomy, tube shunt)."
40,8160,NCT03022292,"Sufficiently clear media (cornea, anterior chamber, lens, vitreous) for OCT, FA and fundus photography (FP)."
40,9215,NCT02996227,"Scheduled for elective open or laparoscopic abdominal surgery, including colorectal and hysterectomy surgeries"
40,9652,NCT02988895,Previous intraocular surgery in study eye other than for uncomplicated phacoemulsification cataract extraction
40,10347,NCT02969187,Planned operation of laparoscopic Roux-en Y gastric bypass (LRYGB) or laparoscopic sleeve gastrectomy (LSG) as primary bariatric procedure
40,11246,NCT02944825,"Patients having underwent kidney stone treatment surgery (shockwave lithotripsy [SWL], ureteroscopy [URS], retrograde intrarenal surgery [RIRS], percutaneous nephrolithotomy [PNL]) Exclusion criteria"
40,11443,NCT02940288,Patients will be withdrawn from the study if surgery time exceeds 90 minutes or the laparoscopic procedure turned into an open surgery
40,13121,NCT02893293,planned decompression surgery with autologous stem cell transplant
40,13791,NCT02864277,Scheduled for elective laparotomy
40,13875,NCT02862938,Participant has cataract-associated vision loss to less than 20/40.
40,14095,NCT02857218,"Subjects with cervical or Siewert 3 esophageal carcinoma, that are recommended by the multi-disciplinary tumor board to have treatment other than tri-modality chemo-radiation therapy (RT) followed by esophagectomy"
40,15009,NCT02826681,Planned elective surgery during the study year.
40,16048,NCT02786706,Pre-existing ocular pathology other than refractive error
40,16402,NCT02774421,Patients must have clinical indication for standard of care surgical resection of relapsed PFEPN tumor for enrollment in Stratum 1
40,17268,NCT02744430,Willing to undergo ureteroscopic extraction should the stone not pass in this time period
40,19275,NCT02665962,"Scheduled for definitive surgical intervention (hysterectomy, bilateral salpingoopherectomy with or without lymphadenectomy) in the following 2-3 weeks as part of the standard of care"
40,21242,NCT02592551,Planned resectional surgery for MPM [extrapleural pneumonectomy (EPP) or pleurectomy and decortication (P/D)]
40,22804,NCT02565966,Patients in whom a two-stage surgery is planned without any resection of brain tissue during the initial craniotomy
40,23163,NCT02561104,Clear intraocular media other than cataract in study eye(s)
40,23170,NCT02561104,"Advanced glaucoma, white or advanced cataract (precluding adequate examination of the posterior pole)"
40,26077,NCT02507505,Planned concurrent surgery not amenable to spinal anesthesia
40,28824,NCT02464436,Be medically able to undergo vitrectomy and subretinal injection.
40,32330,NCT02387905,"Patients who have had prior surgery at the spine level to be treated to include prior cement augmentation, laminectomy, vertebrectomy, tumor debulking, instrumentation"
40,32491,NCT02379377,Patients who have HCC or cholangiocarcinoma but are not candidates for liver resection surgery or OLT
40,33217,NCT02358850,"Surgical procedure: Tonsillectomy with monopolar cautery, hemostasis with monopolar cautery and/or suction cautery. The surgical procedure can also include Adenoidectomy with suction cautery"
40,34634,NCT02332369,The patient requires cataract surgery with IOL implantation.
40,35276,NCT02316275,Planned mid-urethral sling surgery
40,36522,NCT02273362,Surgical cohort (cohort A only): percutaneous or transjugular biopsy incomplete or not performed
40,38375,NCT02210650,Scheduled to undergo surgery (URS or PCNL) for a primary stone.
40,38969,NCT02192359,"Based on the neurosurgeon?s judgment, there is no anticipated physical connection between the post-resection tumor cavity and the cerebral ventricles"
40,39961,NCT02161380,"Ocular diseases or visual dysfunction conditions other than refractive error (e.g. amblyopia, glaucoma, etc.) in the eye selected for the injection."
40,43720,NCT02030990,"Stable spectacle refraction, confirmed by clinical records. Neither the spherical nor the cylindrical portion of the refraction may have changed more than 0.50 D during the six-month period immediately preceding the baseline examination for myopic patients and 0.75 for hyperopic patients."
40,44240,NCT02004028,Eligible to undergo excisional surgery such as pleurectomy/decortication (P/DC) or any other mesothelioma surgery.
40,50242,NCT01584076,Previous intraocular or refractive surgery
40,46894,NCT01871766,"Participant has received no prior radiotherapy or chemotherapy for rhabdomyosarcoma (excluding steroids) unless an emergency situation requires local tumor treatment. Prior biopsy, surgical resection and lymph node sampling is allowed."
40,48571,NCT01730937,Unsuitable for resection or transplant or radiofrequency ablation (RFA)
40,51809,NCT01367444,Cataract surgery with intraocular lens implantation within 6 months of enrolment.
40,52195,NCT01280669,Any ocular surgery (including cataract extraction or capsulotomy) of the study eye anticipated within the first 180 days following Day 0;
40,52733,NCT01061515,"Port Placement: Intraperitoneal ports may be placed during or at any time separate from surgical debulking. Provided the patient has been allowed at least 4 weeks to recover from surgical debulking, no additional recovery time is required for port placement."
40,23177,NCT02561104,Any contraindication to cataract or kerato-refractive surgery
40,8175,NCT03022292,Prior vitrectomy in the study eye.
