pid,mcid,nctid,criterion_text
20,1515,NCT03153969,Evidence of xerostomia
20,1553,NCT03153410,Evidence of ascites on imaging.
20,3368,NCT03114020,Evidence of emphysema on radiographic imaging.
20,6864,NCT03044821,Severe kyphosis.
20,8757,NCT03008070,Evidence of another form of liver disease.
20,9382,NCT02992483,History of chronic pancreatitis.
20,11183,NCT02945969,History of polycystic kidney disease
20,13248,NCT02886572,Evidence of leptomeningeal disease
20,15733,NCT02802176,History of recurrent pregnancy loss
20,21136,NCT02593526,History of poor adherence to treatment.
20,26783,NCT02496611,History of cholelithiasis
20,27775,NCT02479230,Presence of bleeding diathesis
20,28852,NCT02463305,Evidence or history of toxic megacolon
20,30490,NCT02424955,History of pulmonary hypertension
20,30655,NCT02419560,Significant history of heart disease.
20,35337,NCT02315196,Evidence of bleeding diathesis or coagulopathy
20,36695,NCT02271711,Evidence of untreated infection
20,36711,NCT02271100,Significant scoliosis
20,39198,NCT02184520,"kyphosis, or"
20,39618,NCT02169089,Evidence of a secondary form of hypertension.
20,42981,NCT02063438,Previous history of chronic chest pain.
20,43542,NCT02041936,Evidence of distant metastases of stage IV
20,45715,NCT01940757,History of hypoalbuminemia.
20,46210,NCT01905046,Active diagnosis of alcoholism
20,47024,NCT01864265,Evidence of active tuberculosis
20,49481,NCT01659203,History of sensitivity to radiation therapy
20,49754,NCT01625923,History of hyperprolactinemia
20,49755,NCT01625923,History of renal dysfunction
20,52024,NCT01341080,"Significant degree of dysphagia, by history."
20,52969,NCT00969332,Clinical evidence of parenteral nutrition associated cholestasis
20,53516,NCT00809991,History of inflammatory bowel disease
20,27916,NCT02476409,Clinical evidence of digoxin toxicity
20,23016,NCT02563574,Evidence of dementia;
20,23763,NCT02548351,History of biliary diversion
20,31490,NCT02404155,History of paralytic ileus
