pid,mcid,nctid,criterion_text
36,165,NCT03187028,"Eastern Cooperative Technology Group (ECOG) performance status of 0,1 or 2."
36,664,NCT03175978,"ECOG performance status of 0, 1 or 2"
36,2868,NCT03123783,ECOG performance status of 0 or 1
36,3279,NCT03115398,ECOG performance status 0-2
36,4917,NCT03085147,ECOG performance status 0 or 1
36,7033,NCT03042689,ECOG performance status of 0-1.
36,9437,NCT02991651,ECOG performance status ≤2.
36,11086,NCT02947347,ECOG performance status score of 0-2.
36,53034,NCT00967577,ECOG Performance Status > 2
36,13834,NCT02863991,ECOG performance status ≤ 1.
36,16423,NCT02772562,ECOG performance status 0-1
36,19680,NCT02649790,ECOG performance status of ≤ 1.
36,19706,NCT02649790,ECOG performance status of ≤ 2
36,20463,NCT02616185,ECOG performance status greater than or equal to 2
36,22124,NCT02578732,ECOG performance status 0 or 1.
36,24011,NCT02542657,"Eastern Cooperative Oncology Group (ECOG) performance status and/or other performance status 0, 1, or 2"
36,27887,NCT02476786,ECOG performance status ≤ 3
36,28444,NCT02468024,"ECOG performance status (PS) 0, 1, or 2."
36,29243,NCT02452697,"Performance status must be ECOG PS 0, 1, or 2."
36,29965,NCT02437812,ECOG performance score of 2 or greater
36,32346,NCT02387216,ECOG performance status (PS) of 0 or 1
36,54579,NCT02301117,ECOG performance status of ≤2
36,35624,NCT02309580,ECOG performance status of ≤ 2 at study entry
36,35803,NCT02303977,ECOG performance status >1
36,36182,NCT02286843,ECOG performance score of 0-2
36,40892,NCT02133196,Clinical performance status of ECOG 0 or 1.
36,42780,NCT02072148,ECOG performance status of 0 or 1.
36,43458,NCT02044120,ECOG performance status 0-2.
36,44281,NCT02003222,ECOG performance score 0-3
36,45060,NCT01968109,ECOG performance status between 0 and 2
36,48440,NCT01750567,ECOG performance 0-2
36,54746,NCT01648023,ECOG Performance Status score of >3
36,50455,NCT01562626,ECOG Performance status of 0 or 1.
36,51879,NCT01365169,ECOG performance status score between 0-3 (TAPS study)
36,53646,NCT00720785,"ECOG performance status 2, 3 or 4."
36,23130,NCT02561988,Eastern Cooperative Oncology Group (ECOG) performance status of 0-3.
36,1539,NCT03153410,ECOG performance status 0-1.
36,24206,NCT02538198,ECOG performance status ≤ 2
36,33782,NCT02346526,"ECOG performance status of zero, one, or two."
36,38287,NCT02213913,ECOG PS 0-2.
36,52372,NCT01228448,"ECOG Performance status 0, 1 or 2"
36,52953,NCT00975520,ECOG performance status score of 2 or less
