pid,mcid,nctid,criterion_text
16,3373,NCT03114020,Evidence of alpha-1 antitrypsin deficiency (AATD) with any genotype except PiMZ deficiency. Individuals with PiMZ deficiency are not allowed in the study.
16,5524,NCT03073343,Known cystathionine beta-synthase (CBS) deficiency.
16,6737,NCT03049189,Somatostatin receptor positive (SSTR+) disease
16,8188,NCT03021902,Metabolic disorders involving impaired nitrogen utilization
16,8248,NCT03019367,Monochorionic multiples with evidence of TTTS
16,11152,NCT02946658,Subjects with documented Alpha-1 Antitrypsin Deficiency (Inherited lung and liver disorder)
16,12254,NCT02918981,Previous participation in amino acid tracer studies
16,12420,NCT02914171,Individuals clinically planned for elective surgical Ebstein repair
16,12934,NCT02903446,Treatment history with pegloticase or another recombinant uricase
16,12995,NCT02901041,Known allergy to sulfonamides
16,14385,NCT02847689,Recognizable malformation syndromes
16,14764,NCT02834780,"Hereditary problems of galactose intolerance, the Lapp lactase deficiency, or glucose-galactose malabsorption."
16,16632,NCT02766998,All fetal diagnoses of complex congenital heart disease diagnosed by fetal echocardiogram requiring cardiac repair with Blalock-Taussig Shunt or Right Ventricle to Pulmonary Artery conduit will be eligible.
16,16633,NCT02766998,This includes all pre-natal diagnoses of any single ventricle circulation physiology (SVP).
16,17213,NCT02746458,Current diagnosis of acidosis.
16,21839,NCT02582775,beta 3 laminin JEB mutants
16,24312,NCT02535936,Children diagnosis with Spastic Diplegia and having Selective Dorsal Rhizotomy surgery
16,50685,NCT01542879,Hemosiderosis/hemochromatosis (patients can still be included in 2nd branch without ferumoxytol)
16,32961,NCT02366871,"Known or documented bleeding disorders not limited to: anti-phospholipid syndrome, homozygotes for Factor V Leiden deficiency, antithrombin III deficiency, protein C deficiency, Protein S deficiency, hyperhomocysteinemia, systemic lupus erythematous, or Prothrombin G2020 gene mutation,"
16,34312,NCT02338999,Known latex allergy for EndoPAT test
16,37090,NCT02260856,"Metabolic bone disease or ""sick physis"" syndrome, that may cause bone to grow in an unpredictable manner."
16,50715,NCT01538966,The patient harbors a macroadenoma with visual field defects due to chiasmatic compression
16,37488,NCT02249039,Postoperative from complex congenital heart disease
16,39254,NCT02180412,"For acute intermittent porphyria (AIP): Normal or only slight increases in plasma and fecal porphyrins. Most (~90 percent) will have deficient activity of erythrocyte porphobilinogen deaminase (PBGD), and almost all (>95 percent) will have a demonstrable disease-causing PBGD mutation."
16,39255,NCT02180412,"For hereditary coproporphyria (HCP): Substantial increases in fecal porphyrins (almost entirely coproporphyrin III). In the absence of skin photosensitivity, most will have normal or only slight increases in plasma porphyrins. Almost all (>95 percent) will have a demonstrable disease-causing coproporphyrinogen oxidase (CPO) mutation."
16,41319,NCT02124772,Subjects with NF-1 actively receiving therapy for the optic pathway tumor.
16,41364,NCT02122328,Known unbalanced chromosomal complement.
16,44004,NCT02015390,"Congenital / genetic etiology of nonunion (congenital pseudoarthrosis, osteogenesis imperfecta, etc.);"
16,44385,NCT01999179,"Known underlying higher risk thrombophilias including antiphospholipid antibody syndrome, antithrombin, protein C or protein S deficiencies, or homozygosity or compound heterozygosity for prothrombin G20210A or Factor V R506Q mutations."
16,44988,NCT01970345,Language delay (lack of fluent phrase speech) reflected by use of ADOS Module 1 or 2
16,46527,NCT01894061,Known sensitivity to conductive hydrogels
16,47569,NCT01817751,Known mitochondrial disorder caused by mutations in mitochondrial DNA polymerase γ.
16,48423,NCT01754298,"Diagnosis of metabolic bone disorder (e.g. osteogenesis imperfecta),"
16,51750,NCT01373099,Soft-tissue defects that prevent the use of an articulating spacer
16,53383,NCT00881660,Suspicion of major recognized syndrome (e.g. Fryns syndrome) on ultrasound or MRI
