pid,mcid,nctid,criterion_text
19,4445,NCT03094663,BMI > 40
19,4630,NCT03089905,Birth weight less than 2 kg.
19,4878,NCT03085485,Weight of 40 kg-120 kg
19,5303,NCT03076658,BMI >37
19,8657,NCT03008616,Weight > 150 kg
19,9607,NCT02989571,BMI > 50
19,11281,NCT02943915,Weigh 220 pounds (100kg) or less
19,11327,NCT02943746,Birth weight > 1000 grams
19,11621,NCT02932748,Body mass index 25 to 45 kg/m2
19,12236,NCT02918981,BMI <30 kg/m2
19,12658,NCT02910648,Body mass index ≥ 25
19,16708,NCT02764359,Weight >100kg
19,17115,NCT02749968,Weight < 50 kg or > 150 kg
19,17242,NCT02744677,Weight ≥ 20 kg (44 lbs.)
19,18314,NCT02706249,Weight between 50kg to 130 kg.
19,32214,NCT02389465,Weight greater than 110 lbs
19,32805,NCT02370056,BMI>30
19,33366,NCT02355912,over 250 lbs body weight
19,35381,NCT02314221,Weight <100 kg (<220 lb)
19,40156,NCT02157974,BMI percentile >90%
19,42069,NCT02100956,Weight < or equal to 240 pounds
19,54690,NCT02202811,BMI less than 40
19,43306,NCT02048371,Weight ≥ 15 kg (33 lb)
19,43926,NCT02020018,BMI<30
19,50607,NCT01553214,Weight less than 50 kg (110 lbs)
19,51509,NCT01428089,Weight less than 26 kg.
19,51580,NCT01421797,Weight<24 kg
19,52391,NCT01200940,Body weight at least 17 kg
19,52399,NCT01200940,Body weight less than 50 kg
19,53303,NCT00904046,Body weight> 350 lb
19,51573,NCT01421797,Weight of 24 kg or more
19,21331,NCT02589977,weight >350 lbs
19,32312,NCT02388685,"BMI > 40,"
19,36044,NCT02291978,Body mass index ≤ 30 kg/m2
19,52260,NCT01269034,Weight greater than 44 kg.
