pid,mcid,nctid,criterion_text
41,169,NCT03187028,dementia or organic brain syndrome
41,1580,NCT03153319,"Demyelinating disorders (e.g., central nervous system [CNS] disorders including multiple sclerosis and optic neuritis and peripheral nervous system disorders including Guillain-Barre syndrome);"
41,5795,NCT03067818,Brainstem or cerebellar stroke
41,7864,NCT03029884,Previous ablative intracranial surgery for the management of the thalamic pain syndrome.
41,9161,NCT02998021,have a neurological impairment secondary to spinal cord injury (SCI) or disease at T2 or lower
41,11689,NCT02930018,"Confirmed symptomatic intracranial occlusion, based on multiphase or dynamic computerized tomographic angiography (CTA), at one or more of the following locations: Intracranial carotid T/L, M1 middle cerebral artery (MCA). Functionally, when defining the M1 or the M2, the bulk of the MCA territory must be ischemic."
41,12313,NCT02916524,Aphasia resulting from stroke or dementia
41,14541,NCT02844465,MRI has evidence consistent with mesial temporal lobe sclerosis
41,14553,NCT02844465,"MRI evidence of epileptogenic, extra-temporal lesions, dual pathology in the temporal lobe, or contralateral hippocampal MRI increased signal and/or loss of architecture"
41,15665,NCT02804230,"A diagnosis of intractable lesional epilepsy which may include: Hypothalamic hamartoma, Periventricular nodular hetereotopia, Dysembryoplastic neuroepithelial tumor (DNET), Cortical dysplasia, Tuberous sclerosis, Focal cortical gliosis, or Predominately unilateral Mesial Temporal Lobe Epilepsy (MTLE)."
41,17020,NCT02754544,Patients undergoing a tumor resection at the University of Texas M. D. Anderson Cancer Center for a newly diagnosed as well as recurrent primary or metastatic brain tumor located in or adjacent to motor and/or speech brain areas
41,17490,NCT02737930,MRI-confirmed acute ischemic stroke resulting in an isolated homonymous visual field loss.
41,18430,NCT02700178,Spinal cord injury or disease leading to paraplegia or tetraplegia
41,18465,NCT02699697,Spinal cord or cauda equine compression/effacement in vertebral metastases with neurological symptoms other than just pain
41,19006,NCT02675959,At least one silent infarct lesion on a MRI scan of the head. Or (directly or probably related to SCD)
41,19509,NCT02656706,"Brain metastases, whether resected or not, and any known leptomeningeal disease or known bone metastases."
41,20134,NCT02632422,spinal cord injury (SCI) at or below C3 (phrenic sparing) and above L5 with at least motor function preserved below the neurologic level
41,20596,NCT02609685,Central or lateral neck lymphadenopathy suspicious for PTC
41,21442,NCT02588664,Excludes subdural or aneurysmal subarachnoid hemorrhage
41,23037,NCT02562755,Bulky disease patients - tumors encompassing >50% of the liver volume and / or inferior vena cava invasion
41,23139,NCT02561988,"Known risk of intracranial bleeding, such as a brain aneurysm or history of subdural or subarachnoid bleeding"
41,23793,NCT02547818,"Any significant neurological disease other than suspected incipient AD, such as Parkinson's disease, multi-infarct dementia, Huntington's disease, normal pressure hydrocephalus, brain tumor, progressive supranuclear palsy, seizure disorder, subdural hematoma, multiple sclerosis, or history of significant head trauma followed by persistent neurologic defaults or known structural brain abnormalities;"
41,26442,NCT02501473,"Central nervous system involvement with lymphoma, including parenchymal and leptomeningeal disease."
41,28623,NCT02466009,Symptomatic metastatic brain or meningeal tumors
41,29008,NCT02459119,Symptomatic metastatic brain or meningeal tumors.
41,29527,NCT02446886,Progressive neurological disorder other than RRMS or SPMS
41,50032,NCT01604512,"Pathological or clinical/radiological diagnosis of aneoplasm , either primary (e.g., malignant glioma) or secondary (metastasis from systemic malignancy) with a history of brain radiation therapy"
41,31375,NCT02407028,Pre-existing neurologic disease (e.g. TBI or stroke or neurodegenerative disorder) with confounding residual neurologic deficits
41,32635,NCT02374333,"CNS3 disease that is progressive on therapy, or with CNS parenchymal lesions that might increase the risk of CNS toxicity"
41,33005,NCT02366754,"Left dorsal lateral pre-frontal cortex (DLPFC) is not accessible (e.g., left frontal lobectomy)"
41,33387,NCT02355535,"Gliomas are excluded, as well as any history of brain metastases, seizures or underlying brain injury"
41,35526,NCT02311621,"History of relevant CNS pathology or current relevant CNS pathology (non-febrile seizure disorder requiring ongoing anti-epileptic medications, paresis, aphasia, cerebrovascular ischemia/hemorrhage, severe brain injuries, dementia, cerebellar disease, organic brain syndrome, psychosis, coordination or movement disorder). Patients may have CNS intracranial tumor."
41,36708,NCT02271100,Previous spinal surgery in the lumbar or sacral area (L1 through Sacrum)
41,38539,NCT02206945,Research group must be able to identify a target region in the orbitofrontal cortex that is related to symptoms
41,39588,NCT02169739,"Prior cortical or retinal stroke (diagnosed either clinically or by neuroimaging), or other prior cortical or retinal transient ischemic attack (TIA)"
41,40346,NCT02151175,Subjects with clinical evidence from their diagnostic evaluations of unilateral hippocampal dysfunction and epileptogenicity.
41,40827,NCT02135588,"Major hemorrhage, coincidental stroke, or major trauma"
